question_id,db_id,question,difficulty,judge_evaluation_evaluation_consensus_status,judge_evaluation_evaluation_plausibility_check,judge_evaluation_evaluation_utility_comparison,judge_evaluation_evaluation_perceived_winner,judge_evaluation_evaluation_winning_reason,judge_evaluation_evaluation_confidence_score
41,california_schools,List the names of virtual schools that are among the top 5 in their respective counties based on average reading scores. Context: Exclusively virtual refers to Virtual = 'F'; respective counties means PARTITION BY County,simple,PARTIAL_AGREEMENT,"Agent A returns four school names that look like virtual schools but provides no county or average-reading values to verify they are top-5 within their counties. Agent B returns one school with county and an avgReading value (453.0), which is plausible evidence that that school could be top-5 in Los Angeles. Overall, A's result is under-specified for the question while B's is plausibly relevant for at least one county.","Agent A: Simple, directly readable list of school names (4 rows) but lacks any numeric scores or county partitioning required to justify 'top 5 in their respective counties'. Agent B: Includes school identifier, a human-readable label, county, and avgReading — much more useful for verifying the claim, though it returns only a single row.",AGENT_B,"Agent B provides the necessary contextual fields (county and avgReading) that permit assessment of the 'top 5 by county' criterion, whereas Agent A supplies only names with no numeric or county evidence. Even though Agent B returns fewer rows, its output is more verifiable and actionable.",6
45,california_schools,"What is the average writing score of each of the schools managed by Ricci Ulrich? List the schools and the corresponding average writing scores. Context: Usually, administrators manage the school stuff.",moderate,TOTAL_DISAGREEMENT,"Agent A returns a single school (Buchanan High) with an average writing score of 507.0, which is a plausible numeric score and consistent if Ricci Ulrich manages only that school. Agent B returns no rows, which conflicts with A and provides no data—plausibility cannot be assessed from B.","Agent A: returns one usable row with school name and numeric average, though the column label 'AVG(T2.AvgScrWrite)' is verbose/technical. Agent B: returns zero rows, offering no immediate utility for answering the question.",AGENT_A,"Agent A supplied a clear, actionable result (school + average writing score). Despite a clunky column name, it provides the data the user requested; Agent B returned no data and is not helpful.",8
46,california_schools,Which state special schools have the highest number of enrollees from grades 1 through 12? Context: State Special Schools refers to DOC = 31; Grades 1 through 12 means K-12,simple,FULL_AGREEMENT,"Both agents identify the same school (California School for the Deaf-Fremont) as having the highest enrollees for grades 1–12. Agent B provides an enrollment figure of 410, which is a plausible positive integer for school enrollment and aligns with the user's request for highest-number enrollees.","Agent A returns only the school name (single column), which answers the question but lacks quantitative detail. Agent B returns school identifier (URL), schoolName, and an enroll value (410.0), making it immediately more useful and verifiable for a human reader.",AGENT_B,"Both agents agree on the school, but Agent B supplies the enrollment count and a school identifier, improving transparency and usefulness for confirming and using the result.",8
47,california_schools,What is the monthly average number of schools that opened in Alameda County under the jurisdiction of the Elementary School District in 1980? Context: Elementary School District refers to DOC = 52; Monthly average number of schools that opened in 1980 = count(schools that opened in 1980) / 12,moderate,PARTIAL_AGREEMENT,"Both agents report the same monthly average value (~1.41667), which is plausible because 17 total schools opened in 1980 divided by 12 months = 1.4167. However, Agent B returns that same aggregated monthlyAverage repeated for 17 different school rows and assigns 'count' = 17 to each school, which is implausible (it appears to repeat the overall total per school rather than per-school counts).","Agent A: single, clear aggregated result (COUNT(*)/12.0 = 1.4166667) — immediately usable and unambiguous. Agent B: presents 17 rows with school URIs/labels but repeats the same 'count' and 'monthlyAverage' for each row; this is confusing and misleading for someone expecting per-school counts. Agent A is more readable and directly answers the question; Agent B's extra columns could be useful if they showed per-school openings but here they do not.",AGENT_A,"Agent A provides the correct aggregated monthly average cleanly and without misleading repetition. Agent B reports the same aggregate value but embeds it in multiple rows with incorrect-looking per-school counts, reducing clarity and plausibility.",8
48,california_schools,What is the ratio of merged Unified School District schools in Orange County to merged Elementary School District schools? Context: Elementary School District refers to DOC = 52; Unified School District refers to DOC = 54.,moderate,FULL_AGREEMENT,"Both outputs are consistent and plausible: Agent B reports 4 merged Unified (DOC=54) and 7 merged Elementary (DOC=52) in Orange County, and Agent A reports their ratio as 0.5714285714 (4/7). Counts and computed ratio logically align and are reasonable.","Agent B is more immediately useful because it returns clear, labelled counts by docCode (7 for DOC=52, 4 for DOC=54). Agent A provides the correct numeric ratio but uses a single unwieldy column expression, making it harder to read or reuse without context.",AGENT_B,Agent B supplies the underlying counts which validate the ratio and are more human-readable and actionable; Agent A's ratio is correct but less transparent due to the cryptic column label.,9
50,california_schools,What is the postal street address for the school with the 7th highest Math average? Indicate the school's name. Context: Postal street and mailing street are synonyms.,simple,PARTIAL_AGREEMENT,"Both agents return the same postal street address ('25 Churchill Avenue'), which plausibly answers the user's request for the postal street address of the school with the 7th highest Math average. However, neither agent provides a readable school name (Agent A returns School: null; Agent B returns schoolName: null though it includes an identifier and mathAverage=671.0). The presence of a numeric mathAverage in Agent B adds plausibility that this is indeed a ranked result, but the missing school name reduces completeness.","Agent B is more useful: it includes more columns (school identifier, mailStreet, mathAverage) which help verify and trace the record. Agent A returns only School (null) and MailStreet, which is less informative and lacks the mathAverage or an identifier for validation. Both return the same street address, but B's additional fields improve human usability.",AGENT_B,"Agent B provides the same postal street address as Agent A while also supplying the mathAverage and a school identifier, making it easier to validate and trace the result. The additional context outweighs the shared shortcoming that neither returned a readable school name.",6
62,california_schools,What is the total number of non-chartered schools in the county of Los Angeles with a percent (%) of eligible free meals for grades 1 through 12 that is less than 0.18%? Context: non-chartered schools refer to schools whose Charter = 0; K-12 means grades 1 through 12; percent of eligible free rate for K-12 = `Free Meal Count (K-12)` * 100 / `Enrollment (K-12)`,challenging,TOTAL_DISAGREEMENT,"Results conflict: Agent A reports 1 non-chartered school meeting the <0.18% free-meal threshold, while Agent B reports 0. Both answers are plausible in isolation (it's possible no schools meet an extremely low threshold, or exactly one does), but the disagreement indicates at least one query or filter was applied differently. Neither result is strongly convincing without seeing the underlying query and raw counts of Free Meal Count and Enrollment that produce the percent.","Agent A's output is slightly more useful because the column name is explicit ('COUNT(DISTINCT S.CDSCode)'), making it clear that distinct schools were counted. Agent B's output uses a generic 'count' column name, which is less descriptive. Both outputs are minimal (single scalar) and lack supporting context or intermediate data (e.g., number of schools with zero free meals, sample enrollment values).",AGENT_A,"Agent A provides a clearer column label indicating a distinct school count, which aligns with the user's intent to count non-chartered schools. Given the minimal outputs, clarity of labeling and explicit distinct-count semantics makes Agent A preferable here, although the absolute correctness remains uncertain because the two agents disagree and no query details or intermediate data are available.",4
72,california_schools,How many students from the ages of 5 to 17 are enrolled at the State Special School school in Fremont for the 2014-2015 academic year? Context: State Special School means EdOpsCode = 'SSS',moderate,TOTAL_DISAGREEMENT,"Agent A returns a single summed value (375) which directly answers the asked aggregate. Agent B returns three separate enrollment rows (40, 335, 304) that do not sum to Agent A's value and appear to represent multiple school records (different school URLs), including an extra 304 that likely is unrelated to the requested Fremont State Special School. Agent B's results therefore look inconsistent and less plausible for the single-school aggregate question.","Agent A: single numeric column labeled as SUM(...), immediately usable for the user's aggregate question. Agent B: three rows with 'school' and 'frpm' URLs and per-row 'enrollment' values — useful if the user wanted breakdowns by school but not for a single Fremont SSS aggregate; additionally B lacks clear indication which row(s) correspond to Fremont SSS, reducing immediate usability.",AGENT_A,"Agent A gives a direct single-number aggregate that matches the user's request (total enrollment ages 5–17 for the specified SSS context), is concise and immediately actionable. Agent B returns multiple potentially unrelated rows and contradictory totals, making it less reliable for answering the specific question.",7
77,california_schools,Which schools served a grade span of Kindergarten to 9th grade in the county of Los Angeles and what is its Percent (%) Eligible FRPM (Ages 5-17)? Context: Percent (%) Eligible FRPM (Ages 5-17) can be acquired by `FRPM Count (Ages 5-17)` / `Enrollment (Ages 5-17)` * 100,moderate,TOTAL_DISAGREEMENT,"Agent A returns two schools with numeric FRPM percentages (one very low ~3.76% and one very high ~97.64%), which are numerically plausible for FRPM rates. However, Agent A did not include the grade-span field to independently verify that these schools actually serve K–9, so there is some uncertainty. Agent B returned no rows, which fails to answer the question.","Agent A: clear, minimal output that directly supplies school names and computed Percent Eligible FRPM values — easy for a human to read and use immediately. Agent B: returns zero rows and includes column names in its schema but no data, providing no usable result.",AGENT_A,"Agent A provided concrete results (two schools with computed percent values) that directly address the user's request; Agent B returned no data. Despite A not showing the grade-span column for independent verification, its numeric outputs are usable and more helpful than an empty result.",7
79,california_schools,"Between San Diego and Santa Barbara, which county offers the most number of schools that does not offer physical building? Indicate the amount. Context: 'Does not offer physical building' means Virtual = F in the database.",moderate,PARTIAL_AGREEMENT,"Both agents agree that San Diego has 8 schools without a physical building (Virtual = F). Agent B additionally reports Santa Barbara has 1 such school. Agent A's single-row result is plausible if it returned only the top county, but incomplete for a direct county-to-county comparison.","Agent B is more useful: it lists both counties and their counts with clear column names, enabling direct comparison. Agent A shows only San Diego and the amount, which is succinct but omits Santa Barbara and therefore is less informative.",AGENT_B,"Agent B provides a complete, human-usable result for the two counties in question (San Diego: 8, Santa Barbara: 1). Agent A matches San Diego's count but omits Santa Barbara, preventing a full comparison.",8
82,california_schools,What is the grade span offered in the school with the highest longitude? Context: the highest longitude refers to the school with the maximum absolute longitude value.,simple,PARTIAL_AGREEMENT,"Both agents identify the same maximum absolute longitude (|lon| = 124.285) and at least one row indicates the grade span 'K-8', which plausibly answers the question. Agent B includes a second school row with identical longitude but missing grade data, which introduces ambiguity but does not contradict 'K-8'.","Agent A returns a single, focused column 'GSoffered' with the value 'K-8', making it immediately usable. Agent B provides richer context (school identifiers and longitude) but includes a redundant/partially null second row; that extra row reduces clarity and requires the user to reconcile missing grade fields.",AGENT_A,"Agent A directly and cleanly provides the grade span 'K-8' for the school at the maximum absolute longitude. Agent B contains supporting detail but also a redundant/null row that complicates interpretation, so Agent A is more useful and clearer for answering the user's question.",8
83,california_schools,"Of the schools that offers a magnet program serving a grade span of Kindergarten to 8th grade, how many offers Multiple Provision Types? List the number of cities that offers a Kindergarten to 8th grade span and indicate how many schools are there serving such grade span for each city. Context: Kindergarten to 8th grade refers to K-8; 'Offers a magnet program' means Magnet = 1; Multiple Provision Types refers to `NSLP Provision Status` = 'Multiple Provision Types'",challenging,PARTIAL_AGREEMENT,"The two agents disagree on row counts and key metrics. Agent A returns 539 city rows with a simple City / schools_count listing which plausibly matches the user's request (number of schools per city for K–8 magnet schools with 'Multiple Provision Types'), though we cannot verify filtering correctness without ground truth. Agent B returns 455 rows and includes a magnetMultipleCount column that is 0 for all shown rows and a constant numCities value (454) that contradicts the reported Total Rows (455). That makes B's results appear internally inconsistent and less plausible.","Agent A: Clean two-column output (City, schools_count) that is easy to read and directly useful for the requested per-city counts. Agent B: Contains extra/ambiguous columns (magnetMultipleCount, numCities) with inconsistent values and repeated constants, making it harder to interpret. Agent A's formatting and focused columns are more immediately usable.",AGENT_A,"Agent A provides a straightforward city-level listing with counts and a larger, consistent row set. Agent B shows internal inconsistencies (magnetMultipleCount all zero, constant numCities that conflicts with row count) which undermines trust in its results. Given the need for clear per-city counts, Agent A is the more plausible and usable output.",6
85,california_schools,What is the Percent (%) Eligible Free (K-12) in the school administered by an administrator whose first name is Alusine. List the district code of the school. Context: Percent (%) Eligible Free (K-12) = `Free Meal Count (K-12)` / `Enrollment (K-12)` * 100%,moderate,TOTAL_DISAGREEMENT,"Agent A returns a single numeric percent (70.1511%) and a district code (64857) which is a plausible percent for Free Meal eligibility. Agent B returns no rows, which conflicts with A; without underlying counts (freeMealCountK12 and enrollmentK12) we cannot verify A's calculation but the numeric value is within a reasonable range (0–100).","Agent A: concise, directly answers the requested fields (Percent and District Code) in a human-readable numeric format. Agent B: returns zero rows and includes more descriptive columns when populated, but as-is provides no usable data for the user's question.",AGENT_A,"Agent A provided a direct, usable answer (percent value and district code). Agent B returned no results, so it is less useful. Although A's result cannot be independently verified here, it is plausible and actionable compared with an empty result.",6
87,california_schools,"What are the valid e-mail addresses of the administrator of the school located in the San Bernardino county, City of San Bernardino City Unified that opened between 1/1/2009 to 12/31/2010 whose school types are public Intermediate/Middle Schools and Unified Schools? Context: Intermediate/Middle Schools refers to SOC = 62; Unified School refers to DOC = 54; years between 2009 and 2010 can refer to 'between 1/1/2009 to 12/31/2010'",challenging,PARTIAL_AGREEMENT,"Both agents identify the same school and include a.lucero@realjourney.org, so results partially agree. Agent B returns two administrator emails (a.lucero@realjourney.org and j.hernandez@realjourney.org) for the school that opened on 2009-09-01 in San Bernardino City Unified, which plausibly matches the requested filters. Agent A returns only one email, which is plausible but appears incomplete compared with Agent B.","Agent B is more useful: it includes school identifier (cds), openDate, descriptive label, admin resource links, and two email rows, enabling verification and further lookup. Agent A provides a single-column result with one email, which is concise but lacks context and may omit additional valid addresses.",AGENT_B,"Agent B provides more complete and human-usable data (two administrator emails and contextual fields like cds and openDate), which both increases confidence in correctness and enables follow-up validation. Agent A's single email matches one of B's but appears to be a subset of B's result.",8
89,financial,How many accounts who choose issuance after transaction are staying in East Bohemia region? Context: A3 contains the data of region; 'POPLATEK PO OBRATU' represents for 'issuance after transaction'.,moderate,FULL_AGREEMENT,Both agents return a single scalar count of 13 for accounts that chose 'issuance after transaction' in East Bohemia. That directly answers the user's question and is plausible (a small integer count). No negative or nonsensical values are present.,"Agent A labels the column as 'COUNT(T1.account_id)', which is explicit about the aggregated field but slightly verbose. Agent B uses the simpler column name 'count', which is more immediately readable. Both present a single row with the same value and are equally usable for the user.",TIE,Both agents produced identical results (13) with the same completeness and no obvious flaws; differences are only in column naming and do not affect accuracy or usability.,9
92,financial,List out the no. of districts that have female average salary is more than 6000 but less than 10000? Context: A11 refers to average salary; Female mapps to gender = 'F',simple,TOTAL_DISAGREEMENT,"Agent A reports 69 districts; Agent B reports 0. Both are technically plausible given no ground truth, but a non-zero count (69) is more consistent with typical salary distributions where some districts would fall between 6,000 and 10,000. Agent B's zero result is possible but less likely without a clear reason (e.g., data lacks 'F' gender values or A11 is outside that range everywhere).",Agent A: returns a single clear numeric value albeit with a verbose column name ('COUNT(DISTINCT d.district_id)') which still conveys meaning. Agent B: returns a simpler column label ('count') and a single value 0. Both are easy to read; Agent A is slightly more informative because it indicates distinct district counting explicitly.,AGENT_A,"Agent A provides a concrete, non-zero count and explicitly indicates DISTINCT district counting, which is more actionable and plausible given typical datasets. Agent B's zero result could be correct but is less likely and provides no additional context to explain a null distribution.",6
93,financial,How many male customers who are living in North Bohemia have average salary greater than 8000? Context: Male means that gender = 'M'; A3 refers to region; A11 pertains to average salary.,moderate,FULL_AGREEMENT,"Both agents return a single scalar count of 280 for male customers in North Bohemia with average salary > 8000. The result is internally consistent and plausible as an aggregate; there are no obvious logical errors (e.g., negative counts). Without ground truth or dataset size, absolute correctness cannot be confirmed, but the response format matches the question.","Agent A returns the column name as 'COUNT(c.client_id)' which is explicit about the aggregation but verbose. Agent B returns 'count', a shorter, cleaner label that is easier to read and use immediately in downstream contexts. Both provide a single scalar row; Agent B has slightly better readability.",AGENT_B,"Both agents give the same numeric answer (280), but Agent B's output uses a cleaner, more human-friendly column label ('count') which improves immediate usability without losing information.",8
94,financial,"List out the account numbers of female clients who are oldest and has lowest average salary, calculate the gap between this lowest average salary with the highest average salary? Context: Female means gender = 'F'; A11 refers to average salary; Gap = highest average salary - lowest average salary; If the person A's birthdate > B's birthdate, it means that person B is order than person A.",,TOTAL_DISAGREEMENT,"Agent A produced no output while Agent B returned a single row. Agent B's values are internally consistent: gap = maxAvg - minAvg (12541 - 8110 = 4431). The client birthdate (1916-10-27) is unusually old but possible; the numeric salary values are positive and plausible. Without the underlying data it's not possible to fully validate the female-filter and 'oldest and lowest average' criteria, but Agent B's result is plausible and coherent.","Agent B: clear tabular columns (account, accountId, client, clientBirthDate, minAvg, maxAvg, gap) and one concrete row — easy to read and immediately usable. Agent A: no output or execution failed, providing no utility.",AGENT_B,"Agent B provided a complete, internally consistent, and human-readable result including the required gap calculation; Agent A returned nothing.",7
95,financial,"List out the account numbers of clients who are youngest and have highest average salary? Context: If the person A's birthdate < B's birthdate, it means that person B is younger than person A; A11 refers to average salary",moderate,FULL_AGREEMENT,"Both agents return a single account (1372), which is plausible given the question asking for account numbers of the youngest clients with highest average salary; no contradictory or impossible values are present.","Agent A provides a minimal single-column result (account_id = 1372). Agent B returns the same accountId plus richer contextual fields (URI, client id and label, district and districtLabel), which improves immediate usability and interpretability for a human.",AGENT_B,"Agent B presents the same correct account identifier as Agent A but adds useful contextual information (client label and district, and URIs) that make the result more actionable and human-readable.",8
98,financial,"Among the accounts who have approved loan date in 1997, list out the accounts that have the lowest approved amount and choose weekly issuance statement. Context: 'POPLATEK TYDNE' stands for weekly issuance",moderate,TOTAL_DISAGREEMENT,"Agent A returns a single account_id (176) but provides no supporting fields (approved date, approved amount, or statement type) to verify it matches the 1997 approved-date plus 'POPLATEK TYDNE' (weekly issuance) filter and the 'lowest approved amount' requirement. Agent B returns zero rows with more descriptive columns (account, accountLabel, loanTx, loanAmount), which plausibly indicates no matching records after applying the filters. Given the user's multi-part filter (year = 1997, statement = weekly, minimum approved amount), Agent B's empty result is more plausibly accurate because Agent A lacks evidence for those filters and the 'lowest amount' criterion.","Agent A: very terse — single column 'account_id' and one value; easy to read but missing crucial context (amount, date, statement). Not immediately actionable because it doesn't show why this account was selected. Agent B: includes useful column names (account, accountLabel, loanTx, loanAmount) which would allow a human to verify matches, but returns zero rows; it's clear and structured, suitable for follow-up queries.",AGENT_B,"Agent B provides a clearer, more verifiable schema (columns that would permit validation of date, amount, and account labels) and its empty result is a defensible outcome for a restrictive multi-condition query. Agent A's single-row result lacks the necessary fields to confirm it satisfies the user's filters (1997 approved date, lowest approved amount, and 'POPLATEK TYDNE' weekly issuance).",3
99,financial,"Among the accounts who have loan validity more than 12 months, list out the accounts that have the highest approved amount and have account opening date in 1993. Context: Loan validity more than 12 months refers to duration > 12",moderate,FULL_AGREEMENT,"Both agents return a single account (10451), which plausibly satisfies the filters (loan validity > 12 months, opened in 1993) and represents the highest approved amount. No contradictory values or implausible data (e.g., negatives) are present.","Agent A returns a minimal result (single account_id). Agent B returns the same account but includes a human-friendly label, the loan URI, and the approved loanAmount (482,940.0), making it more immediately useful for verification and downstream use.",AGENT_B,"Agent B provides the same correct account as Agent A but adds the approved amount and loan identifier, improving clarity and usefulness for the user without introducing inconsistencies.",9
100,financial,"Among the account opened, how many female customers who were born before 1950 and stayed in Sokolov? Context: Customers refer to clients; Female refers to gender = 'F'; Names of districts appear in column A2",moderate,FULL_AGREEMENT,Both agents return a single count of 8 female customers meeting the criteria (born before 1950 and located in Sokolov). The result is plausible for a count query — non-negative integer and reasonable magnitude for a filtered customer subset.,Agent A uses a descriptive column name ('COUNT(DISTINCT c.client_id)') which makes it clear that distinct clients were counted. Agent B returns the same numeric value but with a generic column label ('count'). Both are minimal and easy to read; Agent A's labeling is slightly more informative for immediate interpretation.,AGENT_A,"Both agents produced the same correct-looking value (8), but Agent A provided a clearer column label indicating a distinct client count, improving interpretability.",8
112,financial,"For the female client who was born in 1976/1/29, which district did she opened her account? Context: Female refers to gender = 'F'; A2 refers to district names",simple,FULL_AGREEMENT,"Both agents return a single district value 'Tachov' for the female client born 1976-01-29, which plausibly answers the question of which district she opened her account in.","Agent A returns a minimal result with a single column ['A2'] containing 'Tachov' which is concise but lacks context. Agent B provides richer output: URIs and human-readable labels for the client and district (client, clientLabel, district, districtLabel), making it easier to verify and link back to source records.",AGENT_B,"Agent B supplies the same correct district as Agent A but adds client and district identifiers and labels, improving traceability and usability for a human consumer.",9
115,financial,"For the branch which located in the south Bohemia with biggest number of inhabitants, what is the percentage of the male clients? Context: Percentage of the male clients = DIVIDE(COUNT(male clients), COUNT(clients)) * 100; Male refers to gender = 'M', A3 is the region name. A4 contains the information about inhabitants.",challenging,TOTAL_DISAGREEMENT,"Agent A returns a single percentage (40.0%) without identifying the branch or showing counts. Agent B returns a named district (Ceske Budejovice) with inhabitants (177,686), maleCount (2724), totalCount (5369) and a derived percentage (50.7357%). Agent B's percentage matches maleCount/totalCount and is internally consistent; Agent A's standalone 40% conflicts with Agent B and lacks supporting data.","Agent B is far more usable: it provides the district identifier and label, inhabitants, raw male and total counts, and a computed percentage, enabling verification and further use. Agent A only provides a single computed expression and value with no contextual columns (no branch/region or counts), making it hard to validate or act on.",AGENT_B,"Agent B supplies the branch/district name, inhabitant count, raw male and total client counts, and a consistent computed percentage (2724/5369 ≈ 50.7357%), which makes the result verifiable, plausible, and actionable. Agent A's solitary percentage (40.0%) is unsupported and conflicts with Agent B.",8
116,financial,"For the client whose loan was approved first in 1993/7/5, what is the increase rate of his/her account balance from 1993/3/22 to 1998/12/27? Context: Increase rate of his/her account balance = [(balance of date A - balance of date B) / balance of Date B] * 100%",challenging,TOTAL_DISAGREEMENT,"Agent A returns a single numeric increase rate of 430.4545%, which is plausible as a large positive percent change (start balance nonzero and end balance > start). Agent A's expression includes guards for NULL or zero start balance. Agent B returns no rows, which conflicts with A; without underlying data we cannot verify which is correct, but A's numeric answer is internally consistent.","Agent A provides a numeric result but with a cryptic SQL-expression column name and no client or account identifiers, limiting direct usability. Agent B provides a clean schema (client, acct, balStart, balEnd, increaseRate) but returns zero rows, so it is not useful for answering the question.",AGENT_A,"Agent A supplies an actual computed increase rate (430.4545%), whereas Agent B returns no data. Despite the poor column naming, A's result is actionable and plausibly computed (it also handles NULL/zero start balance).",7
117,financial,"What is the percentage of loan amount that has been fully paid with no issue. Context: Loan paid with no issue means contract finished, no problems; status = 'A' means contract finished, no problems; Percentage of accounts by condition = [(total(amount) & condition) / (total amount)] * 100%",moderate,FULL_AGREEMENT,"Both agents report the same percentage (~18.0156%), which is a plausible result for 'percentage of loan amount fully paid with status = A'. Agent B additionally shows the numerator and denominator (sumA and total), which align with the computed percentage.","Agent B is more useful: it returns sumA (amount for status 'A'), total (overall amount), and the computed percentage, making it easy to audit and verify. Agent A returns only the final expression/value without the underlying totals, which is less transparent.",AGENT_B,"Agent B provides the same correct percentage but also supplies the underlying sums (sumA and total), improving transparency and auditability for a human reader.",9
118,financial,"For loan amount less than USD100,000, what is the percentage of accounts that is still running with no issue. Context: Status = 'C' stands for running contract, ok so far; Percentage of accounts by condition = [(total(amount) & condition) / (total amount)] * 100.",moderate,FULL_AGREEMENT,"Both agents return a percentage of approximately 47.55%, which is a plausible result for the share of loan amount under USD100,000 that is in status 'C' (running). Neither result contains impossible values (e.g., negatives) and both handle the zero-total case (Agent A's CASE handles SUM(amount)=0).","Agent A returns a single computed column with the exact expression, which is precise but hard to read. Agent B returns three clear columns ('total', 'condTotal', 'percentage'), giving the denominator and numerator along with the computed percentage; this is more user-friendly and immediately verifiable.",AGENT_B,"Agent B provides the same percentage as Agent A but adds the raw totals (total and condTotal), making it easier to validate and interpret the result. Its output is clearer and more actionable for a human consumer.",9
125,financial,"For loans contracts which are still running where client are in debt, list the district of the and the state the percentage unemployment rate increment from year 1995 to 1996. Context: Unemployment increment rate in percentage = [(unemployment rate 2016 - unemployment rate 2015) / unemployment rate 2015] * 100; unemployment rate 2015 appears in the A12; unemployment rate 2016 appears in the A13; Loan contracts which are still running where client are in debt can be presented as status = 'D'",challenging,PARTIAL_AGREEMENT,"Both agents return district-level percent changes that are numerically plausible given the formula and include mostly positive increases; Agent A includes one negative value (Novy Jicin: -5.59%) which is plausible. Agent B supplies the underlying 1995/1996 rates that align with the percent values, increasing trust in correctness. The row counts differ (A:29, B:28), indicating some disagreement on which districts meet the filter (e.g., Novy Jicin appears only in A; Znojmo and Prostejov appear only in B).","Agent B is more usable: it provides district URIs, human-readable labels, state names, raw 1995/1996 unemployment rates, and a rounded pctIncrease column, making validation and downstream use straightforward. Agent A returns only district label and the computed expression (with many long floating values) and lacks state or raw-rate context, reducing immediate interpretability.",AGENT_B,"Agent B supplies richer, better-labeled data (districtLabel, state, u1995, u1996) that both supports the percent-change values and is easier for humans to verify and use. Despite a one-row difference with Agent A, B's added context and clearer formatting make it the more useful and credible result.",7
128,financial,"List the top nine districts, by descending order, from the highest to the lowest, the number of female account holders. Context: A2 refers to districts; Female refers to gender = 'F'",moderate,PARTIAL_AGREEMENT,"Both agents return nine districts and plausible non-negative counts for female account holders. They agree on most district names appearing in the top nine but disagree notably on the numeric counts (e.g., Hl.m. Praha: 276 vs 324; Olomouc: 35 vs 50) and in a few relative positions (e.g., Frydek - Mistek, Kolin, Nachod). Without ground truth, both outputs are plausible but inconsistent with each other.","Agent A: concise, shows district label and a single COUNT(DISTINCT...) column but uses an unwieldy column name and provides no stable identifiers; ordering is roughly descending. Agent B: provides clear column names (femaleCount, districtLabel) plus a district URI, exact descending ordering, and cleaner numeric labels — making it easier for a human to read, verify, and reuse.",AGENT_B,"Agent B presents clearer, more usable output (explicit column names and district URIs), an exact descending sort by femaleCount, and counts that appear internally consistent across rows. Although counts differ from Agent A, Agent B's formatting and completeness make it more readily verifiable and actionable.",7
136,financial,"Between 1/1/1995 and 12/31/1997, how many loans in the amount of at least 250,000 per account that chose monthly statement issuance were approved? Context: Frequency = 'POPLATEK MESICNE' stands for monthly issurance",moderate,TOTAL_DISAGREEMENT,"The two results conflict (65 vs 0). Both outcomes are plausible given no ground truth: 0 could be correct if no qualifying loans met all filters (date range, per-account amount >= 250,000, frequency = 'POPLATEK MESICNE', and approved flag). 65 is plausible if such loans existed and were approved in that period. The disagreement suggests at least one agent applied different filters, date inclusivity, grouping, or approval criteria incorrectly.","Agent A returns a single numeric value (65) but uses a raw SQL-style column name 'COUNT(L.loan_id)', which is clear enough but not user-friendly. Agent B returns a clearly named field 'approvedLoans' with value 0, which is more human-readable. Both outputs are concise; Agent B's labeling is slightly better, while Agent A's numeric nonzero result is more informative if true.",AGENT_A,"Given the context and typical loan volumes, the nonzero count from Agent A is more likely to reflect a substantive query result; Agent B's zero outcome is possible but less informative and raises a higher suspicion of an overly restrictive filter or misapplied approval logic. Agent A at least returns a plausible nonzero value despite the awkward column label.",3
129,financial,Which are the top ten withdrawals (non-credit card) by district names for the month of January 1996? Context: Non-credit card withdraws refers to type = 'VYDAJ'; January 1996 can be found by date LIKE '1996-01%' in the database; A2 means district names,moderate,FULL_AGREEMENT,"Both agents list the same ten district names, which plausibly answers the query for top ten withdrawals in January 1996. Agent B also provides numeric totals that are positive and sorted in descending order, which is consistent with 'top withdrawals'. Agent A omits amounts, making it less informative but not implausible.","Agent A returns only a single column of district names (A2) which is minimal and lacks amounts or ordering metadata. Agent B returns district identifiers (URIs), human-readable labels (districtLabel), and totalAmount values, making it immediately usable for analysis, reporting, and verification.",AGENT_B,"Agent B provides the same district list as Agent A plus additional, plausible total withdrawal amounts and stable identifiers, making its output more complete, verifiable, and actionable for the user.",9
137,financial,"How many accounts have running contracts in Branch location 1? Context: Status = 'C' stands for running contract, OK so far; Status = 'D' stands for running contract, client in debt",moderate,FULL_AGREEMENT,"Both agents return a single scalar count of 47 for running accounts in Branch location 1. The value is positive and reasonable for a count, and aligns with the user's definition that statuses 'C' and 'D' indicate running contracts, so the result is plausible.","Agent A returns a raw SQL-style column name 'COUNT(DISTINCT A.account_id)', which is accurate but less user-friendly. Agent B uses a clearer descriptive column name 'runningAccountCount', making it easier for a human to read and immediately understand. Both present a single value and are equally concise.",AGENT_B,"Both agents provide the same correct numeric result (47), but Agent B's column naming is more human-readable and directly conveys the meaning of the value.",8
138,financial,"In the branch where the second-highest number of crimes were committed in 1995 occurred, how many male clients are there? Context: Male refers to gender = 'M'; A15 stands for no. of commited crimes 1995",moderate,TOTAL_DISAGREEMENT,"Both agents return a single integer count for male clients, which is a plausible type of answer to the question. However their numeric values differ (96 vs 81). Agent B additionally returns the district identifier for the branch, which directly addresses the 'branch where the second-highest number of crimes in 1995 occurred' part; Agent A returns only a count with no branch context, making it less clear whether it refers to the requested branch.","Agent B: provides a labeled two-column result (district and maleCount) that clearly ties the count to a specific branch (district URI) and is therefore more actionable and interpretable. Agent A: returns a single unlabeled count column and no branch identifier, which is less informative and harder to validate against the question.",AGENT_B,"Agent B supplies the district identifier alongside the male client count, directly connecting the number to the specific branch in question and making the result more useful and verifiable. Agent A only supplies an isolated count without branch context, reducing its utility and traceability.",7
